dataset,article,strategy,summac
allsides,allsides_race_and_racism_r_4,cot_fewshot_mft,0.2431
allsides,allsides_race_and_racism_r_4,oracle,0.2503
allsides,allsides_race_and_racism_r_4,simple,0.2484
allsides,allsides_race_and_racism_r_4,simple_fewshot,0.2457
allsides,allsides_race_and_racism_r_4,simple_fewshot_mft,0.2479
allsides,allsides_race_and_racism_r_4,vanilla,0.2906
allsides,allsides_race_and_racism_r_5,cot,0.4476
allsides,allsides_race_and_racism_r_5,cot_fewshot,0.3559
allsides,allsides_race_and_racism_r_5,cot_fewshot_mft,0.3684
allsides,allsides_race_and_racism_r_5,oracle,0.4357
allsides,allsides_race_and_racism_r_5,simple,0.3082
allsides,allsides_race_and_racism_r_5,simple_fewshot,0.3524
allsides,allsides_race_and_racism_r_5,simple_fewshot_mft,0.3211
allsides,allsides_race_and_racism_r_5,vanilla,0.4111
allsides,allsides_us_house_c_1,cot,0.3222
allsides,allsides_us_house_c_1,cot_fewshot,0.2683
allsides,allsides_us_house_c_1,cot_fewshot_mft,0.3524
allsides,allsides_us_house_c_1,oracle,0.354
allsides,allsides_us_house_c_1,simple,0.2465
allsides,allsides_us_house_c_1,simple_fewshot,0.2628
allsides,allsides_us_house_c_1,simple_fewshot_mft,0.2509
allsides,allsides_us_house_c_1,vanilla,0.3478
allsides,allsides_us_house_c_2,cot,0.2821
allsides,allsides_us_house_c_2,cot_fewshot,0.2398
allsides,allsides_us_house_c_2,cot_fewshot_mft,0.2543
allsides,allsides_us_house_c_2,oracle,0.29
allsides,allsides_us_house_c_2,simple,0.2391
allsides,allsides_us_house_c_2,simple_fewshot,0.2367
allsides,allsides_us_house_c_2,simple_fewshot_mft,0.24
allsides,allsides_us_house_c_2,vanilla,0.2415
allsides,allsides_us_house_c_3,cot,0.3533
allsides,allsides_us_house_c_3,cot_fewshot,0.2356
allsides,allsides_us_house_c_3,cot_fewshot_mft,0.3585
allsides,allsides_us_house_c_3,oracle,0.2306
allsides,allsides_us_house_c_3,simple,0.2447
allsides,allsides_us_house_c_3,simple_fewshot,0.2823
allsides,allsides_us_house_c_3,simple_fewshot_mft,0.2304
allsides,allsides_us_house_c_3,vanilla,0.4668
allsides,allsides_us_house_c_4,cot,0.2545
allsides,allsides_us_house_c_4,cot_fewshot,-1.0
allsides,allsides_us_house_c_4,cot_fewshot_mft,0.2739
allsides,allsides_us_house_c_4,oracle,0.254
allsides,allsides_us_house_c_4,simple,0.2495
allsides,allsides_us_house_c_4,simple_fewshot,0.2463
allsides,allsides_us_house_c_4,simple_fewshot_mft,0.2517
allsides,allsides_us_house_c_4,vanilla,0.2952
allsides,allsides_us_house_c_5,cot,0.238
allsides,allsides_us_house_c_5,cot_fewshot,0.2382
allsides,allsides_us_house_c_5,cot_fewshot_mft,0.2389
allsides,allsides_us_house_c_5,oracle,0.2526
allsides,allsides_us_house_c_5,simple,0.25
allsides,allsides_us_house_c_5,simple_fewshot,0.2355
allsides,allsides_us_house_c_5,simple_fewshot_mft,0.2346
allsides,allsides_us_house_c_5,vanilla,0.2606
allsides,allsides_us_house_l_1,cot,0.2999
allsides,allsides_us_house_l_1,cot_fewshot,0.2337
allsides,allsides_us_house_l_1,cot_fewshot_mft,0.2961
allsides,allsides_us_house_l_1,oracle,0.3447
allsides,allsides_us_house_l_1,simple,0.238
allsides,allsides_us_house_l_1,simple_fewshot,0.2359
allsides,allsides_us_house_l_1,simple_fewshot_mft,0.239
allsides,allsides_us_house_l_1,vanilla,0.348
allsides,allsides_us_house_l_2,cot,0.2715
allsides,allsides_us_house_l_2,cot_fewshot,0.3028
allsides,allsides_us_house_l_2,cot_fewshot_mft,0.2564
allsides,allsides_us_house_l_2,oracle,0.2612
allsides,allsides_us_house_l_2,simple,0.2726
allsides,allsides_us_house_l_2,simple_fewshot,0.2578
allsides,allsides_us_house_l_2,simple_fewshot_mft,0.2722
allsides,allsides_us_house_l_2,vanilla,0.3415
allsides,allsides_us_house_l_3,cot,0.2798
allsides,allsides_us_house_l_3,cot_fewshot,0.2791
allsides,allsides_us_house_l_3,cot_fewshot_mft,0.3056
allsides,allsides_us_house_l_3,oracle,0.4102
allsides,allsides_us_house_l_3,simple,0.3105
allsides,allsides_us_house_l_3,simple_fewshot,0.3907
allsides,allsides_us_house_l_3,simple_fewshot_mft,0.3624
allsides,allsides_us_house_l_3,vanilla,0.3399
allsides,allsides_us_house_l_4,cot,0.2568
allsides,allsides_us_house_l_4,cot_fewshot,0.2491
allsides,allsides_us_house_l_4,cot_fewshot_mft,0.2513
allsides,allsides_us_house_l_4,oracle,0.3759
allsides,allsides_us_house_l_4,simple,0.2454
allsides,allsides_us_house_l_4,simple_fewshot,0.3436
allsides,allsides_us_house_l_4,simple_fewshot_mft,0.249
allsides,allsides_us_house_l_4,vanilla,0.4163
allsides,allsides_us_house_l_5,cot,0.2524
allsides,allsides_us_house_l_5,cot_fewshot,0.3332
allsides,allsides_us_house_l_5,cot_fewshot_mft,0.2633
allsides,allsides_us_house_l_5,oracle,0.3504
allsides,allsides_us_house_l_5,simple,0.3377
allsides,allsides_us_house_l_5,simple_fewshot,0.2614
allsides,allsides_us_house_l_5,simple_fewshot_mft,0.2741
allsides,allsides_us_house_l_5,vanilla,0.3886
allsides,allsides_us_house_r_1,cot,0.3159
allsides,allsides_us_house_r_1,cot_fewshot,0.254
allsides,allsides_us_house_r_1,cot_fewshot_mft,0.2747
allsides,allsides_us_house_r_1,oracle,0.2451
allsides,allsides_us_house_r_1,simple,0.4345
allsides,allsides_us_house_r_1,simple_fewshot,0.2544
allsides,allsides_us_house_r_1,simple_fewshot_mft,0.2752
allsides,allsides_us_house_r_1,vanilla,0.2864
allsides,allsides_us_house_r_2,cot,0.2619
allsides,allsides_us_house_r_2,cot_fewshot,0.256
allsides,allsides_us_house_r_2,cot_fewshot_mft,0.2449
allsides,allsides_us_house_r_2,oracle,0.2464
allsides,allsides_us_house_r_2,simple,0.2577
allsides,allsides_us_house_r_2,simple_fewshot,0.2467
allsides,allsides_us_house_r_2,simple_fewshot_mft,0.2491
allsides,allsides_us_house_r_2,vanilla,0.295
allsides,allsides_us_house_r_3,cot,0.3478
allsides,allsides_us_house_r_3,cot_fewshot,0.2764
allsides,allsides_us_house_r_3,cot_fewshot_mft,0.2381
allsides,allsides_us_house_r_3,oracle,0.2483
allsides,allsides_us_house_r_3,simple,0.2497
allsides,allsides_us_house_r_3,simple_fewshot,0.2554
allsides,allsides_us_house_r_3,simple_fewshot_mft,0.2816
allsides,allsides_us_house_r_3,vanilla,0.2531
allsides,allsides_us_house_r_4,cot,0.2221
allsides,allsides_us_house_r_4,cot_fewshot,0.2302
allsides,allsides_us_house_r_4,cot_fewshot_mft,0.2636
allsides,allsides_us_house_r_4,oracle,0.2334
allsides,allsides_us_house_r_4,simple,0.2555
allsides,allsides_us_house_r_4,simple_fewshot,0.2382
allsides,allsides_us_house_r_4,simple_fewshot_mft,0.2996
allsides,allsides_us_house_r_4,vanilla,0.2384
allsides,allsides_us_house_r_5,cot,0.2929
allsides,allsides_us_house_r_5,cot_fewshot,0.3797
allsides,allsides_us_house_r_5,cot_fewshot_mft,0.2813
allsides,allsides_us_house_r_5,oracle,0.2909
allsides,allsides_us_house_r_5,simple,0.254
allsides,allsides_us_house_r_5,simple_fewshot,0.2582
allsides,allsides_us_house_r_5,simple_fewshot_mft,0.2718
allsides,allsides_us_house_r_5,vanilla,0.2694
allsides,allsides_us_senate_c_1,cot,0.2499
allsides,allsides_us_senate_c_1,cot_fewshot,0.3095
allsides,allsides_us_senate_c_1,cot_fewshot_mft,0.2599
allsides,allsides_us_senate_c_1,oracle,0.2704
allsides,allsides_us_senate_c_1,simple,0.2477
allsides,allsides_us_senate_c_1,simple_fewshot,0.2407
allsides,allsides_us_senate_c_1,simple_fewshot_mft,0.2493
allsides,allsides_us_senate_c_1,vanilla,0.2502
allsides,allsides_us_senate_c_2,cot,0.3512
allsides,allsides_us_senate_c_2,cot_fewshot,0.2653
allsides,allsides_us_senate_c_2,cot_fewshot_mft,0.2689
allsides,allsides_us_senate_c_2,oracle,0.2587
allsides,allsides_us_senate_c_2,simple,0.2533
allsides,allsides_us_senate_c_2,simple_fewshot,0.2592
allsides,allsides_us_senate_c_2,simple_fewshot_mft,0.2518
allsides,allsides_us_senate_c_2,vanilla,0.2713
allsides,allsides_us_senate_c_3,cot,0.3247
allsides,allsides_us_senate_c_3,cot_fewshot,0.2739
allsides,allsides_us_senate_c_3,cot_fewshot_mft,0.2622
allsides,allsides_us_senate_c_3,oracle,0.2769
allsides,allsides_us_senate_c_3,simple,0.2716
allsides,allsides_us_senate_c_3,simple_fewshot,0.2601
allsides,allsides_us_senate_c_3,simple_fewshot_mft,0.2804
allsides,allsides_us_senate_c_3,vanilla,0.2727
allsides,allsides_us_senate_c_4,cot,0.3837
allsides,allsides_us_senate_c_4,cot_fewshot,0.5418
allsides,allsides_us_senate_c_4,cot_fewshot_mft,0.3621
allsides,allsides_us_senate_c_4,oracle,0.2715
allsides,allsides_us_senate_c_4,simple,0.2415
allsides,allsides_us_senate_c_4,simple_fewshot,0.2678
allsides,allsides_us_senate_c_4,simple_fewshot_mft,0.2452
allsides,allsides_us_senate_c_4,vanilla,0.4973
allsides,allsides_us_senate_c_5,cot,0.253
allsides,allsides_us_senate_c_5,cot_fewshot,0.275
allsides,allsides_us_senate_c_5,cot_fewshot_mft,0.2715
allsides,allsides_us_senate_c_5,oracle,0.2492
allsides,allsides_us_senate_c_5,simple,0.2525
allsides,allsides_us_senate_c_5,simple_fewshot,0.2657
allsides,allsides_us_senate_c_5,simple_fewshot_mft,0.2479
allsides,allsides_us_senate_c_5,vanilla,0.3202
allsides,allsides_us_senate_l_1,cot,0.2539
allsides,allsides_us_senate_l_1,cot_fewshot,0.2433
allsides,allsides_us_senate_l_1,cot_fewshot_mft,0.267
allsides,allsides_us_senate_l_1,oracle,0.2598
allsides,allsides_us_senate_l_1,simple,0.2419
allsides,allsides_us_senate_l_1,simple_fewshot,0.243
allsides,allsides_us_senate_l_1,simple_fewshot_mft,0.2547
allsides,allsides_us_senate_l_1,vanilla,0.2686
allsides,allsides_us_senate_l_2,cot,0.2505
allsides,allsides_us_senate_l_2,cot_fewshot,0.3236
allsides,allsides_us_senate_l_2,cot_fewshot_mft,0.2539
allsides,allsides_us_senate_l_2,oracle,0.3078
allsides,allsides_us_senate_l_2,simple,0.2873
allsides,allsides_us_senate_l_2,simple_fewshot,0.2386
allsides,allsides_us_senate_l_2,simple_fewshot_mft,0.2858
allsides,allsides_us_senate_l_2,vanilla,0.3044
allsides,allsides_us_senate_l_3,cot,0.2728
allsides,allsides_us_senate_l_3,cot_fewshot,0.3129
allsides,allsides_us_senate_l_3,cot_fewshot_mft,0.249
allsides,allsides_us_senate_l_3,oracle,0.2858
allsides,allsides_us_senate_l_3,simple,0.2339
allsides,allsides_us_senate_l_3,simple_fewshot,0.2904
allsides,allsides_us_senate_l_3,simple_fewshot_mft,0.2328
allsides,allsides_us_senate_l_3,vanilla,0.265
allsides,allsides_us_senate_l_4,cot,0.2999
allsides,allsides_us_senate_l_4,cot_fewshot,-1.0
allsides,allsides_us_senate_l_4,cot_fewshot_mft,-1.0
allsides,allsides_us_senate_l_4,oracle,0.2899
allsides,allsides_us_senate_l_4,simple,0.281
allsides,allsides_us_senate_l_4,simple_fewshot,-1.0
allsides,allsides_us_senate_l_4,simple_fewshot_mft,-1.0
allsides,allsides_us_senate_l_4,vanilla,0.2769
allsides,allsides_us_senate_l_5,cot,0.2462
allsides,allsides_us_senate_l_5,cot_fewshot,0.3363
allsides,allsides_us_senate_l_5,cot_fewshot_mft,0.235
allsides,allsides_us_senate_l_5,oracle,0.43
allsides,allsides_us_senate_l_5,simple,0.2553
allsides,allsides_us_senate_l_5,simple_fewshot,0.3199
allsides,allsides_us_senate_l_5,simple_fewshot_mft,0.2513
allsides,allsides_us_senate_l_5,vanilla,0.3314
allsides,allsides_us_senate_r_1,cot,0.2425
allsides,allsides_us_senate_r_1,cot_fewshot,0.2523
allsides,allsides_us_senate_r_1,cot_fewshot_mft,0.2675
allsides,allsides_us_senate_r_1,oracle,0.2985
allsides,allsides_us_senate_r_1,simple,0.3096
allsides,allsides_us_senate_r_1,simple_fewshot,0.2582
allsides,allsides_us_senate_r_1,simple_fewshot_mft,0.2555
allsides,allsides_us_senate_r_1,vanilla,0.2591
allsides,allsides_us_senate_r_2,cot,0.2479
allsides,allsides_us_senate_r_2,cot_fewshot,0.258
allsides,allsides_us_senate_r_2,cot_fewshot_mft,0.2532
allsides,allsides_us_senate_r_2,oracle,0.2433
allsides,allsides_us_senate_r_2,simple,0.2603
allsides,allsides_us_senate_r_2,simple_fewshot,0.3002
allsides,allsides_us_senate_r_2,simple_fewshot_mft,0.2539
allsides,allsides_us_senate_r_2,vanilla,0.2901
allsides,allsides_us_senate_r_3,cot,0.2985
allsides,allsides_us_senate_r_3,cot_fewshot,0.2754
allsides,allsides_us_senate_r_3,cot_fewshot_mft,0.263
allsides,allsides_us_senate_r_3,oracle,0.2846
allsides,allsides_us_senate_r_3,simple,0.2856
allsides,allsides_us_senate_r_3,simple_fewshot,0.2759
allsides,allsides_us_senate_r_3,simple_fewshot_mft,0.286
allsides,allsides_us_senate_r_3,vanilla,0.2857
allsides,allsides_us_senate_r_4,cot,0.261
allsides,allsides_us_senate_r_4,cot_fewshot,0.2575
allsides,allsides_us_senate_r_4,cot_fewshot_mft,0.2815
allsides,allsides_us_senate_r_4,oracle,0.2561
allsides,allsides_us_senate_r_4,simple,0.2653
allsides,allsides_us_senate_r_4,simple_fewshot,0.2445
allsides,allsides_us_senate_r_4,simple_fewshot_mft,0.2484
allsides,allsides_us_senate_r_4,vanilla,0.255
allsides,allsides_us_senate_r_5,cot,0.3034
allsides,allsides_us_senate_r_5,cot_fewshot,0.2374
allsides,allsides_us_senate_r_5,cot_fewshot_mft,-1.0
allsides,allsides_us_senate_r_5,oracle,0.2333
allsides,allsides_us_senate_r_5,simple,0.2516
allsides,allsides_us_senate_r_5,simple_fewshot,0.2494
allsides,allsides_us_senate_r_5,simple_fewshot_mft,0.2253
allsides,allsides_us_senate_r_5,vanilla,0.2374
allsides,allsides_violence_in_america_c_1,cot,0.4321
allsides,allsides_violence_in_america_c_1,cot_fewshot,-1.0
allsides,allsides_violence_in_america_c_1,cot_fewshot_mft,0.2441
allsides,allsides_violence_in_america_c_1,oracle,0.3607
allsides,allsides_violence_in_america_c_1,simple,0.266
allsides,allsides_violence_in_america_c_1,simple_fewshot,0.2727
allsides,allsides_violence_in_america_c_1,simple_fewshot_mft,-1.0
allsides,allsides_violence_in_america_c_1,vanilla,0.2924
allsides,allsides_violence_in_america_c_2,cot,0.243
allsides,allsides_violence_in_america_c_2,cot_fewshot,0.2909
allsides,allsides_violence_in_america_c_2,cot_fewshot_mft,0.3287
allsides,allsides_violence_in_america_c_2,oracle,0.2382
allsides,allsides_violence_in_america_c_2,simple,0.2431
allsides,allsides_violence_in_america_c_2,simple_fewshot,0.3166
allsides,allsides_violence_in_america_c_2,simple_fewshot_mft,0.2415
allsides,allsides_violence_in_america_c_2,vanilla,0.2465
allsides,allsides_violence_in_america_c_3,cot,0.3707
allsides,allsides_violence_in_america_c_3,cot_fewshot,0.2402
allsides,allsides_violence_in_america_c_3,cot_fewshot_mft,0.2384
allsides,allsides_violence_in_america_c_3,oracle,0.2925
allsides,allsides_violence_in_america_c_3,simple,0.2679
allsides,allsides_violence_in_america_c_3,simple_fewshot,0.282
allsides,allsides_violence_in_america_c_3,simple_fewshot_mft,0.2376
allsides,allsides_violence_in_america_c_3,vanilla,0.5882
allsides,allsides_violence_in_america_c_4,cot,0.4553
allsides,allsides_violence_in_america_c_4,cot_fewshot,-1.0
allsides,allsides_violence_in_america_c_4,cot_fewshot_mft,-1.0
allsides,allsides_violence_in_america_c_4,oracle,0.4775
allsides,allsides_violence_in_america_c_4,simple,0.2435
allsides,allsides_violence_in_america_c_4,simple_fewshot,-1.0
allsides,allsides_violence_in_america_c_4,simple_fewshot_mft,-1.0
allsides,allsides_violence_in_america_c_4,vanilla,0.254
allsides,allsides_violence_in_america_c_5,cot,0.2794
allsides,allsides_violence_in_america_c_5,cot_fewshot,0.3012
allsides,allsides_violence_in_america_c_5,cot_fewshot_mft,0.295
allsides,allsides_violence_in_america_c_5,oracle,0.3398
allsides,allsides_violence_in_america_c_5,simple,0.2781
allsides,allsides_violence_in_america_c_5,simple_fewshot,0.2741
allsides,allsides_violence_in_america_c_5,simple_fewshot_mft,0.3063
allsides,allsides_violence_in_america_c_5,vanilla,0.2962
allsides,allsides_violence_in_america_l_1,cot,0.2363
allsides,allsides_violence_in_america_l_1,cot_fewshot,0.2292
allsides,allsides_violence_in_america_l_1,cot_fewshot_mft,0.3728
allsides,allsides_violence_in_america_l_1,oracle,0.2998
allsides,allsides_violence_in_america_l_1,simple,0.2226
allsides,allsides_violence_in_america_l_1,simple_fewshot,0.274
allsides,allsides_violence_in_america_l_1,simple_fewshot_mft,0.3321
allsides,allsides_violence_in_america_l_1,vanilla,0.289
allsides,allsides_violence_in_america_l_2,cot,0.2415
allsides,allsides_violence_in_america_l_2,cot_fewshot,0.2237
allsides,allsides_violence_in_america_l_2,cot_fewshot_mft,0.2465
allsides,allsides_violence_in_america_l_2,oracle,0.3082
allsides,allsides_violence_in_america_l_2,simple,0.2499
allsides,allsides_violence_in_america_l_2,simple_fewshot,0.2478
allsides,allsides_violence_in_america_l_2,simple_fewshot_mft,0.2466
allsides,allsides_violence_in_america_l_2,vanilla,0.2414
allsides,allsides_violence_in_america_l_3,cot,0.2559
allsides,allsides_violence_in_america_l_3,cot_fewshot,0.2575
allsides,allsides_violence_in_america_l_3,cot_fewshot_mft,0.2468
allsides,allsides_violence_in_america_l_3,oracle,0.2461
allsides,allsides_violence_in_america_l_3,simple,0.2503
allsides,allsides_violence_in_america_l_3,simple_fewshot,0.2475
allsides,allsides_violence_in_america_l_3,simple_fewshot_mft,0.2467
allsides,allsides_violence_in_america_l_3,vanilla,0.3021
allsides,allsides_violence_in_america_l_4,cot,0.2585
allsides,allsides_violence_in_america_l_4,cot_fewshot,0.2498
allsides,allsides_violence_in_america_l_4,cot_fewshot_mft,0.2822
allsides,allsides_violence_in_america_l_4,oracle,0.2855
allsides,allsides_violence_in_america_l_4,simple,0.2681
allsides,allsides_violence_in_america_l_4,simple_fewshot,0.2656
allsides,allsides_violence_in_america_l_4,simple_fewshot_mft,0.2527
allsides,allsides_violence_in_america_l_4,vanilla,0.2561
allsides,allsides_violence_in_america_l_5,cot,0.2808
allsides,allsides_violence_in_america_l_5,cot_fewshot,0.2992
allsides,allsides_violence_in_america_l_5,cot_fewshot_mft,0.3656
allsides,allsides_violence_in_america_l_5,oracle,0.3286
allsides,allsides_violence_in_america_l_5,simple,0.2778
allsides,allsides_violence_in_america_l_5,simple_fewshot,0.2679
allsides,allsides_violence_in_america_l_5,simple_fewshot_mft,0.2756
allsides,allsides_violence_in_america_l_5,vanilla,0.31
allsides,allsides_violence_in_america_r_1,cot,0.3034
allsides,allsides_violence_in_america_r_1,cot_fewshot,-1.0
allsides,allsides_violence_in_america_r_1,cot_fewshot_mft,-1.0
allsides,allsides_violence_in_america_r_1,oracle,0.3222
allsides,allsides_violence_in_america_r_1,simple,0.2933
allsides,allsides_violence_in_america_r_1,simple_fewshot,0.2672
allsides,allsides_violence_in_america_r_1,simple_fewshot_mft,-1.0
allsides,allsides_violence_in_america_r_1,vanilla,0.241
allsides,allsides_violence_in_america_r_2,cot,0.3541
allsides,allsides_violence_in_america_r_2,cot_fewshot,0.2721
allsides,allsides_violence_in_america_r_2,cot_fewshot_mft,0.2765
allsides,allsides_violence_in_america_r_2,oracle,0.2574
allsides,allsides_violence_in_america_r_2,simple,0.2628
allsides,allsides_violence_in_america_r_2,simple_fewshot,0.2521
allsides,allsides_violence_in_america_r_2,simple_fewshot_mft,0.2618
allsides,allsides_violence_in_america_r_2,vanilla,0.26
allsides,allsides_violence_in_america_r_3,cot,0.3649
allsides,allsides_violence_in_america_r_3,cot_fewshot,0.2522
allsides,allsides_violence_in_america_r_3,cot_fewshot_mft,0.2656
allsides,allsides_violence_in_america_r_3,oracle,0.2499
allsides,allsides_violence_in_america_r_3,simple,0.25
allsides,allsides_violence_in_america_r_3,simple_fewshot,0.3226
allsides,allsides_violence_in_america_r_3,simple_fewshot_mft,0.251
allsides,allsides_violence_in_america_r_3,vanilla,0.3011
allsides,allsides_violence_in_america_r_4,cot,0.3448
allsides,allsides_violence_in_america_r_4,cot_fewshot,0.3338
allsides,allsides_violence_in_america_r_4,cot_fewshot_mft,0.2738
allsides,allsides_violence_in_america_r_4,oracle,0.3151
allsides,allsides_violence_in_america_r_4,simple,0.2429
allsides,allsides_violence_in_america_r_4,simple_fewshot,0.2411
allsides,allsides_violence_in_america_r_4,simple_fewshot_mft,0.2337
allsides,allsides_violence_in_america_r_4,vanilla,0.2765
allsides,allsides_violence_in_america_r_5,cot,0.2583
allsides,allsides_violence_in_america_r_5,cot_fewshot,0.2744
allsides,allsides_violence_in_america_r_5,cot_fewshot_mft,0.2648
allsides,allsides_violence_in_america_r_5,oracle,0.2689
allsides,allsides_violence_in_america_r_5,simple,0.2837
allsides,allsides_violence_in_america_r_5,simple_fewshot,0.2673
allsides,allsides_violence_in_america_r_5,simple_fewshot_mft,0.2789
allsides,allsides_violence_in_america_r_5,vanilla,0.3715
allsides,allsides_white_house_c_1,cot,0.2564
allsides,allsides_white_house_c_1,cot_fewshot,0.2543
allsides,allsides_white_house_c_1,cot_fewshot_mft,0.2653
allsides,allsides_white_house_c_1,oracle,0.3758
allsides,allsides_white_house_c_1,simple,0.2669
allsides,allsides_white_house_c_1,simple_fewshot,0.2542
allsides,allsides_white_house_c_1,simple_fewshot_mft,0.259
allsides,allsides_white_house_c_1,vanilla,0.2576
allsides,allsides_white_house_c_2,cot,0.2453
allsides,allsides_white_house_c_2,cot_fewshot,0.3509
allsides,allsides_white_house_c_2,cot_fewshot_mft,0.3034
allsides,allsides_white_house_c_2,oracle,0.2567
allsides,allsides_white_house_c_2,simple,0.2528
allsides,allsides_white_house_c_2,simple_fewshot,0.3173
allsides,allsides_white_house_c_2,simple_fewshot_mft,0.2467
allsides,allsides_white_house_c_2,vanilla,0.2616
allsides,allsides_white_house_c_3,cot,0.2455
allsides,allsides_white_house_c_3,cot_fewshot,0.3097
allsides,allsides_white_house_c_3,cot_fewshot_mft,0.2471
allsides,allsides_white_house_c_3,oracle,0.3749
allsides,allsides_white_house_c_3,simple,0.2684
allsides,allsides_white_house_c_3,simple_fewshot,0.2458
allsides,allsides_white_house_c_3,simple_fewshot_mft,0.2463
allsides,allsides_white_house_c_3,vanilla,0.3562
allsides,allsides_white_house_c_4,cot,0.2411
allsides,allsides_white_house_c_4,cot_fewshot,0.2683
allsides,allsides_white_house_c_4,cot_fewshot_mft,0.2383
allsides,allsides_white_house_c_4,oracle,0.2331
allsides,allsides_white_house_c_4,simple,0.2347
allsides,allsides_white_house_c_4,simple_fewshot,0.2351
allsides,allsides_white_house_c_4,simple_fewshot_mft,0.2295
allsides,allsides_white_house_c_4,vanilla,0.2357
allsides,allsides_white_house_c_5,cot,0.2791
allsides,allsides_white_house_c_5,cot_fewshot,0.2626
allsides,allsides_white_house_c_5,cot_fewshot_mft,0.233
allsides,allsides_white_house_c_5,oracle,0.2396
allsides,allsides_white_house_c_5,simple,0.2443
allsides,allsides_white_house_c_5,simple_fewshot,0.2361
allsides,allsides_white_house_c_5,simple_fewshot_mft,0.2371
allsides,allsides_white_house_c_5,vanilla,0.2527
allsides,allsides_white_house_l_1,cot,0.2806
allsides,allsides_white_house_l_1,cot_fewshot,0.2798
allsides,allsides_white_house_l_1,cot_fewshot_mft,0.2685
allsides,allsides_white_house_l_1,oracle,0.2644
allsides,allsides_white_house_l_1,simple,0.2732
allsides,allsides_white_house_l_1,simple_fewshot,0.2789
allsides,allsides_white_house_l_1,simple_fewshot_mft,0.268
allsides,allsides_white_house_l_1,vanilla,0.2956
allsides,allsides_white_house_l_2,cot,0.2492
allsides,allsides_white_house_l_2,cot_fewshot,0.2663
allsides,allsides_white_house_l_2,cot_fewshot_mft,0.3164
allsides,allsides_white_house_l_2,oracle,0.2632
allsides,allsides_white_house_l_2,simple,0.269
allsides,allsides_white_house_l_2,simple_fewshot,0.2481
allsides,allsides_white_house_l_2,simple_fewshot_mft,0.2698
allsides,allsides_white_house_l_2,vanilla,0.2792
allsides,allsides_white_house_l_3,cot,0.2991
allsides,allsides_white_house_l_3,cot_fewshot,0.3069
allsides,allsides_white_house_l_3,cot_fewshot_mft,0.2809
allsides,allsides_white_house_l_3,oracle,0.2825
allsides,allsides_white_house_l_3,simple,0.3282
allsides,allsides_white_house_l_3,simple_fewshot,0.2926
allsides,allsides_white_house_l_3,simple_fewshot_mft,0.3108
allsides,allsides_white_house_l_3,vanilla,0.2955
allsides,allsides_white_house_l_4,cot,0.2944
allsides,allsides_white_house_l_4,cot_fewshot,0.2925
allsides,allsides_white_house_l_4,cot_fewshot_mft,0.2707
allsides,allsides_white_house_l_4,oracle,0.2913
allsides,allsides_white_house_l_4,simple,0.2666
allsides,allsides_white_house_l_4,simple_fewshot,0.2643
allsides,allsides_white_house_l_4,simple_fewshot_mft,0.2889
allsides,allsides_white_house_l_4,vanilla,0.2975
allsides,allsides_white_house_l_5,cot,0.234
allsides,allsides_white_house_l_5,cot_fewshot,-1.0
allsides,allsides_white_house_l_5,cot_fewshot_mft,-1.0
allsides,allsides_white_house_l_5,oracle,0.2336
allsides,allsides_white_house_l_5,simple,0.2461
allsides,allsides_white_house_l_5,simple_fewshot,-1.0
allsides,allsides_white_house_l_5,simple_fewshot_mft,-1.0
allsides,allsides_white_house_l_5,vanilla,0.2393
allsides,allsides_white_house_r_1,cot,0.2985
allsides,allsides_white_house_r_1,cot_fewshot,0.3006
allsides,allsides_white_house_r_1,cot_fewshot_mft,0.3546
allsides,allsides_white_house_r_1,oracle,0.3016
allsides,allsides_white_house_r_1,simple,0.2574
allsides,allsides_white_house_r_1,simple_fewshot,0.2555
allsides,allsides_white_house_r_1,simple_fewshot_mft,0.2718
allsides,allsides_white_house_r_1,vanilla,0.3294
allsides,allsides_white_house_r_2,cot,0.3455
allsides,allsides_white_house_r_2,cot_fewshot,0.2431
allsides,allsides_white_house_r_2,cot_fewshot_mft,0.2424
allsides,allsides_white_house_r_2,oracle,0.2883
allsides,allsides_white_house_r_2,simple,0.2508
allsides,allsides_white_house_r_2,simple_fewshot,0.2685
allsides,allsides_white_house_r_2,simple_fewshot_mft,0.269
allsides,allsides_white_house_r_2,vanilla,0.3059
allsides,allsides_white_house_r_3,cot,0.225
allsides,allsides_white_house_r_3,cot_fewshot,0.2352
allsides,allsides_white_house_r_3,cot_fewshot_mft,0.2282
allsides,allsides_white_house_r_3,oracle,0.2283
allsides,allsides_white_house_r_3,simple,0.2175
allsides,allsides_white_house_r_3,simple_fewshot,0.2878
allsides,allsides_white_house_r_3,simple_fewshot_mft,0.2431
allsides,allsides_white_house_r_3,vanilla,0.2283
allsides,allsides_white_house_r_4,cot,0.329
allsides,allsides_white_house_r_4,cot_fewshot,0.3012
allsides,allsides_white_house_r_4,cot_fewshot_mft,0.2757
allsides,allsides_white_house_r_4,oracle,0.3537
allsides,allsides_white_house_r_4,simple,0.2897
allsides,allsides_white_house_r_4,simple_fewshot,0.2864
allsides,allsides_white_house_r_4,simple_fewshot_mft,0.3258
allsides,allsides_white_house_r_4,vanilla,0.3039
allsides,allsides_white_house_r_5,cot,0.285
allsides,allsides_white_house_r_5,cot_fewshot,-1.0
allsides,allsides_white_house_r_5,cot_fewshot_mft,0.2598
